order_id,combination_registration_no,case_name,decision_date,provision,penalty_43a,penalty_44,penalty_45,total_penalty,penalty_source_page,penalty_source_text,conduct_type,transaction_type,sector,notification_issue,gun_jumping_type,voluntary_disclosure,cooperation,mitigating_factors,aggravating_factors,source_url,pdf_url,include_default,is_outlier,verified,notes
CCI-1308,C-2022/11/981,Cummins Inc.,2023-08-11,43A,1000000.0,,,1000000.0,5.0,"the case, etc. 21. Considering the case in toto, and the mitigating factors submitted by Cummins, the Commission considers it appropriate to impose a penalty of INR 10,00,000 (INR Ten lakh) on Cummins. Cummins shall pay the penalty within 60 days from the date of receipt of this order. 22. It is made clear that nothing con",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1308/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/order1692272330.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1307,,Axis Bank Limited,2023-08-09,43A,4000000.0,,,4000000.0,10.0,"facts and circumstances of the case in toto, including mitigating factors submitted by Axis Bank, the Commission considers it appropriate to impose a penalty of INR 40,00,000 (INR Forty Lakh only) on Axis Bank. Axis Bank shall pay the penalty within 60 days from the date of receipt of this order. 31. It is made clear that",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1307/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/order1692272085.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1306,M&A – 2021/01/810,Massachusetts Mutual Life Insurance Company,2023-08-07,43A,500000.0,,,500000.0,8.0,"ver is higher. Considering the circumstances of the instant matter and the conduct of MassMutual, the Commission considers it appropriate to impose a penalty of INR 5,00,000 (Indian Rupees Five Lakh only) on MassMutual, which is directed to pay the penalty within 60 days from the date of receipt of this order. 21. The Sec",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1306/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/order1692268675.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1293,,Bank of Baroda,2023-06-20,43A,500000.0,,,500000.0,7.0,"indings of contravention. 21. Thus, considering the facts and circumstances of the case and the conduct of B.O.B, the Commission decides to imposes a penalty of INR 5,00,000/- (Rupees Five Lakh only) on B.O.B. The B.O.B, shall pay the penalty within 60 days from the date of receipt of this order. 22. The Secretary is dire",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1293/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/order1688103316.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1234,C-2022/12/995,"Platinum Jasmine A 2018 Trust, acting through its trustee Platinum Owl C 2018 RSC Limited, and TPG Upswing Ltd",2023-08-18,43A and 44,500000.0,5000000.0,,5500000.0,13.0,"which is false in any material particular, or knowing it to be false. 36. Considering the facts and circumstances of the case, the Commission considers it appropriate to impose a penalty of Rs. 5,00,000 (INR Five Lakh) under Section 43A of the Act, and of INR 50,00,000 (INR Fifty Lakh) under Section 44 of the Act, on the Acquirers. The Acquirers shall be jointly and severally liable to pay the",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1234/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/order1692940133.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1215,M&A/Q1/2018/18,PI Opportunities Fund – I and Pioneer Investment Fund,2022-09-30,43A,2000000.0,,,2000000.0,16.0,"considered the mitigating factors as well as the aggravating factors. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 20,00,000 (Indian Rupees Twenty lakh only) on the Acquirers. The Acquirers are directed to pay the penalty within 60 days from the date of receipt of this orde",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1215/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1666179771.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1216,C-2021/01/810,"Trian Partners AM Holdco, Ltd. and Trian Fund Management, L.P.",2022-09-30,43A,2000000.0,,,2000000.0,19.0,"considered the mitigating factors as well as the aggravating factors. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 20,00,000 (Indian Page 19 of 19 Rupees Twenty lakh only) on the Acquirers. The Acquirers are directed to pay the penalty within 60 days from the date of receip",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1216/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1666248400.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1202,,Global Infrastructure Partners India Private Limited,2022-08-30,43A,3000000.0,,,3000000.0,6.0,"nd has thus, saved regulatory resources. Keeping these in mind as well as the submissions of GIP, the Commission considers it appropriate to impose a penalty of INR 30,00,000 (Indian Rupees Thirty Lakh) on GIP under Section 43A of the Act. It is ordered accordingly. GIP shall pay the penalty within 60 days from the date of",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1202/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1662621788.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1194,C-2020/05/746,SABIC International Holdings B.V,2022-07-19,43A,500000.0,,,500000.0,15.0,"Competition Act; and (c) parties had co-operated with the Commission. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 5,00,000 (Indian Rupees Five Lakh only) on the Acquirer, as a fine for violation of standstill obligations without filing of notice under Section 6(2) of the",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1194/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1658485934.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1193,,SABIC International Holdings B.V.,2022-07-15,43A,4000000.0,,,4000000.0,14.0,"ted the combination, which may be considered as an aggravating factor. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 40,00,000 (Indian Rupees Forty Lakh only) on the Acquirer. The Acquirer is directed to pay the penalty within sixty days from the date of receipt of this order",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1193/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1658485308.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1147,,Veolia Environnement S.A.,2022-05-17,43A,10000000.0,,,10000000.0,18.0,"the proposed combination. 43. Thus, considering the facts and circumstances of the case and the conduct of Veolia, the Commission decides to impose a penalty of INR 1,00,00,000/- (Rupees One Crore Only) on Veolia. Veolia shall pay the penalty within 60 days from the date of receipt of this order. 44. Further, it is made clea",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1147/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1653036017.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1146,,Allcargo Logistics Limited,2022-05-02,43A,2000000.0,,,2000000.0,7.0,"2. Thus, considering the facts and circumstances of the case and the conduct of Allcargo, the Commission decides to take a lenient view and imposes a penalty of INR Twenty Lakhs (INR 20,00,000/-) on Allcargo. Allcargo shall pay the penalty within 60 days from the date of receipt of this order 23. The Secretary is directed to inform Allcargo",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1146/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652854761.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-340,C-2021/03/825,The Tata Power Company Limited,2022-03-17,43A,500000.0,,,500000.0,14.0,"closed by TPCL, who have extended full cooperation in furnishing the information, the Commission decides to take a lenient view and imposes a nominal penalty of INR Five Lakhs (INR 5,00,000/-) on TPCL. TPCL shall pay the penalty within 60 days from the date of receipt of this order. 28. The Secretary is directed to communicate to TPCL ac",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/340/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652349862.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-344,C-2021/03/824,The Tata Power Company Limited,2022-03-17,43A,500000.0,,,500000.0,14.0,"closed by TPCL, who have extended full cooperation in furnishing the information, the Commission decides to take a lenient view and imposes a nominal penalty of INR Five Lakhs (INR 5,00,000/-) on TPCL. TPCL shall pay the penalty within 60 days from the date of receipt of this order. 28. The Secretary is directed to communicate to TPCL ac",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/344/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652349953.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-234,C-2021/03/826,The Tata Power Company Limited,2022-03-17,43A,500000.0,,,500000.0,14.0,"closed by TPCL, who have extended full cooperation in furnishing the information, the Commission decides to take a lenient view and imposes a nominal penalty of INR Five Lakhs (INR 5,00,000/-) on TPCL. TPCL shall pay the penalty within 60 days from the date of receipt of this order. 29. The Secretary is directed to communicate to TPCL ac",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/234/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652350239.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-347,C-2021/05/837,Adani Green Energy Limited,2022-03-09,43A,500000.0,,,500000.0,26.0,"ns/arrangements in general and specific to the information exchange and as regards the quantum of penalty, the Commission decided to impose a nominal penalty of INR 5,00,000/- (INR Five lakh only) on AGEL. AGEL shall pay the penalty within 60 days from the date of receipt of this order. 61. The Secretary is directed to in",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/347/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652346367.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1099,C-2014/06/181,"1. Zuari Fertilisers and Chemicals Ltd., 2. Zuari Agro Chemicals Ltd",2015-02-10,43A,30000000.0,,,30000000.0,7.0,"COMPETITION COMMISSION OF INDIA Fair Competition For Greater Good C-2014/06/181 Page 7 of 7 Commission considered it appropriate to impose a nominal penalty of INR 3,00,00,000 (INR Three Crores only) on the Acquirers. The Acquirers shall pay the penalty within sixty (60) days from the date of receipt of this order. 13. The",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1099/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652705626.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1138,C-2019/09/688,Amazon.com NV Investment Holdings LLC,2021-12-17,43A and 44,2000000000.0,10000000.0,10000000.0,2020000000.0,56.0,"tal turnover or the assets, whichever is higher, of such a combination. Accordingly, for the above mentioned reasons, the Commission hereby imposes a penalty of INR Two Hundred Crore upon Amazon. Page 57 of 57 84. Amazon is directed to pay monetary penalty as imposed vide paras 82 and 83 above, within a period of 60 days from the receipt of t",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1138/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652794603.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1140,,InvestCorp India,2021-12-17,43A,2000000.0,,,2000000.0,10.0,"aterial/documents formed the basis of the above findings of contravention. Keeping these in mind, the Commission considers it appropriate to impose a penalty of INR Twenty Lakh on Investcorp India. Investcorp India shall pay the penalty within 60 days from the date of receipt of this order. 22. The Secretary is directed to inform Investcorp Ind",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1140/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652795241.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1137,,Canada Pension Plan Investment Board,2019-11-21,43A and 44,,,,,,,,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1137/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652781504.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data | provision listed as '43A and 44' is compound and the order text does not explicitly attribute a penalty figure to a single section - left blank for manual review
CCI-439,C-2017/10/531,Bharti Airtel Ltd.,2018-08-27,43A,1000000.0,,,1000000.0,15.0,"approved the Combination on 16.11.2018) as a mitigating factor. In view of the foregoing, the Commission considers it appropriate to impose a nominal penalty of INR 10,00,000/- (INR Ten Lakhs only) on Airtel. COMPETITION COMMISSION OF INDIA (Combination Registration No. C-2017/10/531) Page 15 of 15 Fair Competition For Gre",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/439/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652417585.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-435,C-2018/01/544,"1. Chhatwal Group Trust, 2. Shrem Infraventure private Ltd., 3. Shrem Roadways Private Ltd.",2018-08-08,43A,1000000.0,,,1000000.0,9.0,"all the information and cooperated fully with the Commission. In view of the foregoing, the Commission considered it appropriate to impose a nominal penalty of INR 10,00,000/- (Indian Rupees Ten Lakhs only) on the Acquirers. 19. The Acquirers shall pay the penalty within sixty (60) days from the date of receipt of this or",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/435/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652417340.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-432,C-2018/01/547,Adani Transmission Ltd.,2018-07-30,43A,1000000.0,,,1000000.0,11.0,", who have extended full cooperation in furnishing the information taken these as mitigating factors and considers it appropriate to impose a nominal penalty of INR 10,00,000/- (Indian Rupees Ten Lakhs only) on ATL. 11. The Acquirers shall pay the penalty within sixty (60) days from the date of receipt of this order. 12. T",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/432/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652417159.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1121,,Telenor,2018-07-03,43A,500000.0,,,500000.0,17.0,"ing a notice with the Commission under Section 6(2) of the Act. In view of the foregoing, the Commission considers it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on Telenor. 26. Telenor shall pay the penalty within sixty (60) days from the date of receipt of this order. 27. The Secretar",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1121/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652768895.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1089,C-2016/04/387,"1. LT Foods Ltd, 2. LT Foods Middle East DMCC",2018-05-11,43A,500000.0,,,500000.0,13.0,"sion has taken these as mitigating factors and considers it appropriate to impose a Combination Reg. No. C-2016/04/387 (S. 43A) Page 13 of 13 nominal penalty of INR 5,00,000/- (Indian Rupees Five Lakhs only) on the Acquirer, which is only 0.14% of the maximum penalty that could be imposed. 10. The Acquirers shall pay the",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1089/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652703585.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-441,C-2017/06/516,Reliance Jio Infocomm Ltd.,2018-05-11,43A,500000.0,,,500000.0,28.0,"N COMMISSION OF INDIA (Combination Registration No. C-2017/06/516) Page 28 of 28 Fair Competition For Greater Good it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on the Acquirer. 44. The Acquirer shall pay the penalty within sixty (60) days from the date of receipt of this order. 45. Th",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/441/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652417825.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-443,C-2017/05/510,Bharti Airtel Ltd.,2018-05-11,43A,500000.0,,,500000.0,21.0,"some uncertainty as regards coverage of the same under the Act. In view of the foregoing, the Commission considers it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on the Acquirers. 40. The Acquirers shall pay the penalty within sixty (60) days from the date of receipt of this order. 41.",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/443/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/110520181652854933.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-448,C-2017/05/509,Bharti Airtel Ltd.,2018-05-11,43A,500000.0,,,500000.0,21.0,"uncertainty as regards notification requirement under the Act. In view of the foregoing, the Commission considers it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on the Acquirer. 40. The Acquirer shall pay the penalty within sixty (60) days from the date of receipt of this order. 41. Th",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/448/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652418622.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
CCI-1136,,Intellect Design Arena Limited,2018-05-07,43A,1000000.0,,,1000000.0,8.0,"e imposed. However, considering the totality of the facts of the case and explanation given by IDAL, the Commission deemed it appropriate to impose a penalty of INR 10,00,000/- lakh (INR ten lakh only) on IDAL. 15. IDAL shall pay the penalty within sixty (60) days from the date of receipt of this order. 16. The Secretary i",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1136/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652774301.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified. ISSUES: combination_registration_no not found in listing data
CCI-1101,C-2015/02/246,Ultra Tech Cement Ltd.,2018-03-12,43A,1000000.0,,,1000000.0,15.0,"and that the Acquirer has cooperated fully with the Commission. In view of the foregoing, the Commission considers it appropriate to impose a nominal penalty of INR 10,00,000/- (INR Ten Lakhs only) on the Acquirer. 19. The Acquirer shall pay the penalty within sixty (60) days from the date of receipt of this order. 20. The",,,,,,,,,,https://www.cci.gov.in/combination/order/details/order/1101/0/orders-section43a_44,https://www.cci.gov.in/images/caseorders/en/1652705869.pdf,True,False,False,Auto-extracted by ingestion pipeline on 2026-09-01; unverified.
